,urname,svname,rkpo,characterId,adventurename,adventurelevel,resist,physical_defense,magical_defense,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
117,석한26,anton,"33,316",0a5e775766abb7c8f65884aaddfdc1e0,석한2026,37.0,74.0,32.5,33.8,근원을 삼킨 광검,하이테크 전술지휘 아머,숲속의 마녀 망토,딥 다이버 팬츠,스팀펑크 소닉 디스럽터,영면을 위한 준비,폭룡왕의 지배 - 공포,수호룡의 비호 - 자비,멈추지 않는 운명,옵티컬 컴뱃 글래스,용살자의 증표 - 용심 가공석,근원을 삼킨 광검,흑룡 : 끝없는 암흑의 굴레
118,관습,diregie,"33,316",b256c06683cf80597afc20d92ee43742,엌,42.0,59.0,34.0,33.7,근원을 삼킨 소검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,잊혀진 기록,빛과 어둠,금룡 : 무한한 빛의 결계
119,두번째어둠,cain,"33,316",f3d5cfb4b513b7ff4a4d109e18e149ae,혜,40.0,121.0,28.6,34.2,,,,,,,,,,,,,
120,ShyTokki,hilder,"33,315",17ce09a1aca0c8c6cec902f4aa10c775,파닭잘하는닭집,39.0,89.0,8.3,7.9,,,,,,,,,,,,,
121,D_Punisher,bakal,"33,315",18fd3a98b5191c4f0465cd263114c115,RAKIDE,41.0,227.0,42.9,39.0,근원을 삼킨 둔기,하이테크 전술지휘 아머,아픔을 감싸는 위엄,드래곤 라이더,과거를 뒤로 한 전진,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,피어오르는 광기,눈물이 스민 보석,천계 연합군 : 밝게 빛나는 희망
122,PaladinBerry,casillas,"33,315",1a2496f122e20146dd5cd6791c5221ee,체리꼬봉단,29.0,59.0,37.9,35.0,,,,,,,,,,,,,
123,SeedOfAgent,prey,"33,315",c8ff384ac1e6192df7842d675699d420,GangOfSeed,38.0,59.0,25.9,31.5,,,,,,,,,,,,,
124,랸따,cain,"33,315",d93e53d63868e46cfa88a090b2fdc6dd,LyaNn,40.0,109.0,29.7,30.2,근원을 삼킨 통파,하이테크 전술지휘 아머,아픔을 감싸는 위엄,굳건한 믿음,움직이는 쇠약한 집착,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,피어오르는 광기,눈물이 스민 보석,천계 연합군 : 밝게 빛나는 희망
125,진:청룡맨,prey,"33,315",686f56c599425e267118cbf51ccbdb43,까눙,39.0,129.0,22.0,31.0,,,,,,,,,,,,,
126,검귀진심처음,prey,"33,315",68c4edfe65c2846f9bf602cc726f8c26,극딜,40.0,54.0,29.4,34.1,,,,,,,,,,,,,
127,앵진의트리스,cain,"33,315",6520cb8c7f70634382277cab4fdba24c,앵찐,36.0,64.0,34.3,30.3,,,,,,,,,,,,,
128,제로펩시라임,diregie,"33,315",2d695c645809c648873ec9b8a7a30013,무형질풍,38.0,79.0,35.2,33.9,,,,,,,,,,,,,
129,HateTax,casillas,"33,315",4d1c974df60cf03b64e47a84cea33f52,세금이시러요,36.0,109.0,34.9,33.3,,,,,,,,,,,,,
130,쉬잉쉥배움,hilder,"33,315",3da5df2d60f5a8bf0df673706f34e993,배움패밀리,40.0,111.0,24.9,30.4,,,,,,,,,,,,,
131,세리카.,siroco,"33,315",3b3f72d783a10d27987007549578113d,피카ㅡ피카,38.0,109.0,34.2,30.4,,,,,,,,,,,,,
132,Josk,prey,"33,315",3f435611b439d536afaa7bad5e75376d,개굴희,38.0,116.0,28.9,26.0,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,서드 스페이드 - 데스,옵티컬 컴뱃 글래스,완성형 동력 제어장치,아크로매틱 룸버스,진룡 : 무거운 철의 투지
133,사령로키,prey,"33,315",9b9b4c0b51d28edb8ecb55716967c162,루키로키,41.0,79.0,31.9,33.9,,,,,,,,,,,,,
134,김한복,casillas,"33,315",9a51a384255c438e5910b0afa5a24708,복의일족,40.0,79.0,29.5,34.4,,,,,,,,,,,,,
135,최종납도◈,bakal,"33,315",8c72e0fbcc3b7cf0a4b47f009728a7cd,저물어가는새벽녘,37.0,79.0,31.0,34.4,결전의 도 - 블레이드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,전술 레이더망 링,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
136,희노이치,diregie,"33,315",b3a810972622416977c1ce77b3d8577a,하민이마렵다,19.0,88.0,25.8,33.6,,,,,,,,,,,,,
137,테라-,diregie,"33,315",b725e9eb98dc74aa8e3385ca9d23439f,로스트아크온라인,38.0,89.0,36.0,33.0,,,,,,,,,,,,,
138,새침한이유.,cain,"33,315",bece1a22a20c71e0bac57c2bcd45dc1a,아이유아님,40.0,44.0,33.3,40.9,근원을 삼킨 염주,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
139,임죄,diregie,"33,315",efca4eaf51d0b647f229b88cddacf84a,뺍수,39.0,59.0,21.9,26.8,,,,,,,,,,,,,
140,댕팡,bakal,"33,315",f848dd113691341674262588404c2e03,나는팡이,40.0,69.0,33.6,26.7,,,,,,,,,,,,,
141,수험서,bakal,"33,315",e6fb183d8c19e255d76b32c3fa359797,win펀,40.0,89.0,36.0,35.4,,,,,,,,,,,,,
142,쿠마검,hilder,"33,315",e90d069b6e128a7821e1cf3ee96c73a0,쿠마마을,37.0,129.0,39.3,42.2,,,,,,,,,,,,,
143,카르낙,bakal,"33,315",f642de15d630c3c9a22adfe27678942c,호크아이,40.0,44.0,32.9,27.2,,,,,,,,,,,,,
144,ΦωΦ)↘MMM,bakal,"33,315",f6519bc5c4b40fd4900c9de47aa7d1da,고슴도우치,40.0,4.0,38.3,38.2,결전의 대검 - 데몬슬레이어,리버시블 레더 코트,딥 다이버 에어팩,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
145,캬라멜초코비,cain,"33,315",de875e795b55f71c4d20d49e329d9451,오리지널초코비,14.0,54.0,34.2,36.0,,,,,,,,,,,,,
146,앤씨아임소은,casillas,"33,314",fc5857e32ef00f8b997daea9ec6c332a,로또1등당첨좀요,36.0,76.0,41.0,37.3,,,,,,,,,,,,,
147,인챈광녀,diregie,"33,314",ed81aa12874c15d69a7ee1a8511cb34b,광기의문,42.0,110.0,31.7,28.0,,,,,,,,,,,,,
148,프라아이임이,diregie,"33,314",f55a57d2c76fe80ff33044f04f0617d3,기이부우니이,40.0,44.0,32.7,39.2,결전의 자동권총 - 메카닉(남),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
149,~Ami~,prey,"33,314",e6a8a05e4eb328cce17159fa9644a48d,ㅈl코바,40.0,54.0,34.6,36.5,근원을 삼킨 권투글러브,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
150,그녀는도도,diregie,"33,314",e41df3ace76c695b147529242ab30a1a,이리와늑대,37.0,69.0,25.0,30.5,,,,,,,,,,,,,
151,::투지::,cain,"33,314",314e2bdc2da37f9924a93143b9bbe44f,낙원의폐인,40.0,176.0,42.9,41.6,,,,,,,,,,,,,
152,혼토니기모찌,cain,"33,314",ccae0f0d11c75f2115424a3cb208df22,굶주린들개단,39.0,24.0,28.4,30.4,,,,,,,,,,,,,
153,아렐리카,anton,"33,314",c97dd3b5946fb00d48668fcac52267d0,린피,39.0,89.0,37.9,41.5,근원을 삼킨 광검,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,결전의 광검 - 베가본드,흑룡 : 끝없는 암흑의 굴레
154,캣츠티,cain,"33,314",d1cc5b54ed40ac916566cc8f096d7e22,캣츠,38.0,89.0,34.6,36.9,,,,,,,,,,,,,
155,귀다라천,diregie,"33,314",d1f29e960436f1dfd9701d5c366ee11d,초절정매력남,40.0,161.0,30.2,26.7,,,,,,,,,,,,,
156,KaGeRoAK,cain,"33,314",185e59c1744f4431d195d4ae72989579,KaGeRoDF,38.0,124.0,28.5,32.6,,,,,,,,,,,,,
157,King_Crimson,hilder,"33,314",146836302c00e50e03796bdce03191fe,diego,38.0,127.0,25.5,30.5,,,,,,,,,,,,,
158,부르릉뱅뱅,prey,"33,314",004bbfe85139c62541c8b27879be40a9,시마무라우즈키,37.0,24.0,32.2,31.5,근원을 삼킨 선현궁,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,아토믹 코어 네클레스,무뎌지는 둔화된 변화,서드 스페이드 - 데스,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
159,킥새,hilder,"33,314",67bb9a38b215dbfbe3014d618dd96366,핵펀,41.0,14.0,31.3,32.5,,,,,,,,,,,,,
160,assembler,prey,"33,314",596cf2cc179529c74c4ff9aa5682c866,MoHomeDan,39.0,62.0,39.3,39.2,근원을 삼킨 낫,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
161,힐없는마녀,cain,"33,314",5b575047734b45a3d6ad04f6632b12b7,마녀광부,41.0,116.0,31.5,28.0,,,,,,,,,,,,,
162,†_투신_†,prey,"33,314",5c9cd841913b5171ecdc65f8067c5fb2,배운사람,42.0,44.0,25.7,33.6,,,,,,,,,,,,,
163,앵콜그먼씹,cain,"33,314",6cda9b9c49737b005c4ce0ffc351d649,노망시스터즈,38.0,74.0,32.5,33.5,결전의 선현궁 - 뮤즈,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,퍼스트 스페이드 - 노블레스,무뎌지는 둔화된 변화,서드 스페이드 - 데스,용살자의 증표 - 용골 뿔피리,언비튼 메달,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
164,수확티모,bakal,"33,314",5e7975ec0a51811fb6483186b4c38a9f,정글티모,40.0,89.0,38.2,42.2,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
165,뮤즈진,anton,"33,314",bb2bcf8dbdd3e36cd9829217c04d4c4e,축복받은진2,38.0,24.0,41.2,41.1,,,,,,,,,,,,,
166,초록복숭아,casillas,"33,314",4d955aef099d83e125f2a0d834e1eee2,법미키우세요,36.0,139.0,34.1,30.4,,,,,,,,,,,,,
167,Michaella,hilder,"33,314",50263d96f25aee117b9fdbd73254f096,Godisalive,40.0,-36.0,30.7,27.9,,,,,,,,,,,,,
168,갈!갈!갈!갈!,cain,"33,314",3967080609eb822a80f9f734c341e8b3,내뿜께,38.0,99.0,17.6,26.9,결전의 자동권총 - 메카닉(남),탐험가의 노련한 코트,빛을 잃은 진실,침식되는 이성,과거를 뒤로 한 전진,얼터레이션 다이얼 벨트,잠겨진 영역,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,어둠을 먹는 심장,인력의 법칙,흑룡 : 끝없는 암흑의 굴레
169,레블페라도,prey,"33,314",4a71226a01179a78b1f132d34e30a4a7,달의소리,36.0,113.0,33.2,38.9,,,,,,,,,,,,,
170,슬림플라이,prey,"33,314",436062fc80a22e490e0f6effcd1e931f,슬림데임,38.0,54.0,25.8,31.6,,,,,,,,,,,,,
171,느그들의희망,prey,"33,314",46840c1f2409904290d6e0b881ea1905,이걸또해내가,37.0,119.0,6.7,6.2,,,,,,,,,,,,,
172,Leafpieß,cain,"33,314",8d83455342022adad9e47cdca9f8c41a,Leafpie,37.0,89.0,31.5,35.8,,,,,,,,,,,,,
173,간다..간다.,prey,"33,314",a4a947db43649ee8eda357c72d79a2bd,f4r24trre5,37.0,-16.0,32.9,31.9,,,,,,,,,,,,,
174,하흑진,cain,"33,313",075e6f12ed687d2342960acf53552300,하강,41.0,121.0,25.1,26.4,,,,,,,,,,,,,
175,자수맛집,cain,"33,313",2f197fb704b9dac37aa5b328693380f3,영계루트,20.0,129.0,16.2,26.9,,,,,,,,,,,,,
176,ⓚ,bakal,"33,313",1df5abfe6f16d906b7eacaef38142628,하모다,42.0,44.0,33.8,32.9,,,,,,,,,,,,,
177,타점사기캐,prey,"33,313",2751ff2caf4c41619ed445bc2c451b2a,까마귀상향필수,40.0,69.0,29.6,30.1,,,,,,,,,,,,,
178,네옴시티2,cain,"33,313",83326effa39bc4436de2d36725e3d6ef,환승연애,37.0,86.0,32.0,29.3,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,화음하는 음색,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
179,Frozena,diregie,"33,313",7922dd8c1bb7ebc4d542cf20b1ae2504,DpSupport,36.0,86.0,23.2,27.0,근원을 삼킨 광검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,서드 스페이드 - 데스,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
180,염황하자,hilder,"33,313",7c17a3d4b006b1cd082ecc968a832820,동자네,33.0,69.0,21.9,32.0,,,,,,,,,,,,,
181,검마더하기,casillas,"33,313",e59709a17b72c4c327e0e9bd74508c31,더하기다,39.0,39.0,35.2,33.3,,,,,,,,,,,,,
182,꼬마봉,prey,"33,313",d4e4ef1b16f8e1924ff912d993d33e3e,김가을,39.0,116.0,21.6,30.9,,,,,,,,,,,,,
183,천혜향,cain,"33,313",41faae6a3b278d93384ad83be6eda3ca,천이랑,40.0,89.0,25.6,33.9,,,,,,,,,,,,,
184,민트캔디,siroco,"33,313",4e4354ef96066da9221a032f5ca9fa05,캔디바,40.0,54.0,26.3,33.7,,,,,,,,,,,,,
185,양검먹고싶다,prey,"33,313",5ab1aa59ee4dc222b9b33c4126952c49,첨부엉,38.0,91.0,28.9,27.6,결전의 대검 - 데몬슬레이어,블루 베릴 아머,끝을 바라보는 시선,깨지지 않는 빛바랜 신념,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,포인트 레이더 암릿,어댑터블 투톤 링,버츄얼 사이트 글래스,미니 배터리 팩,아크로매틱 룸버스,
186,밀노,hilder,"33,312",5538b6f877cf634b2592052d0937040c,밀노,40.0,79.0,34.5,35.8,,,,,,,,,,,,,
187,나공리퍽,diregie,"33,312",63eb93d023de5b54cfba637584c5156b,양동혁계정,37.0,89.0,37.3,33.2,,,,,,,,,,,,,
188,텐지넨슈존못,cain,"33,312",60a769a079cbaff5e034d3d73e9c60e8,Kynel,40.0,99.0,27.3,35.4,,,,,,,,,,,,,
189,향단로죄,cain,"33,312",56c990171cf4fa0d6079d7cd98a19d37,젠즈,24.0,44.0,22.7,28.5,,,,,,,,,,,,,
190,#임무#,cain,"33,312",f043575fd8eca436fcad301884dba48f,바라라크,40.0,-36.0,36.3,40.5,근원을 삼킨 소태도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,
191,칠면조요리♪,diregie,"33,312",f37d370d2b0bf633266c210e829ebe49,세계명물음식,41.0,126.0,28.9,25.8,,,,,,,,,,,,,
192,아헬더스,prey,"33,312",f42df0681aa0fa3b3bba5fcfbe8465c7,페라톤,40.0,129.0,42.9,41.1,,,,,,,,,,,,,
193,피나타,hilder,"33,312",2867c20d9851135ebd7a3a4974eff9a6,Odoro,39.0,121.0,27.5,26.1,근원을 삼킨 소검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,화음하는 음색,골드 윙 반지,용살자의 증표 - 용골 뿔피리,자연에 녹아드는 이슬,고귀한 수호,
194,크로th모어,hilder,"33,312",30e4ed95dc19f16000a990c49c8d5adf,내이름은여덟글자,39.0,59.0,42.3,44.9,근원을 삼킨 머스켓,어릴적 꿈꿔온 무대,화려한 청색의 음율,라이트 어댑터 팬츠,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,뚜렷해지는 소멸된 사념,꿈같은 환호성,두근거리는 열정,들이치는 희미한 탄식,
195,응큼한무녀,diregie,"33,312",2c30ac7737bb8c360d7513dd5cd79552,응큼한지지배들,39.0,95.0,22.1,31.2,,,,,,,,,,,,,
196,혈커,diregie,"33,312",1ad34279d4e8f411a422f9493247a27d,혈날,41.0,79.0,37.3,40.1,결전의 권투글러브 - 스트라이커(남),리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
197,따브류사랑해,cain,"33,312",7a1a05c941eedc1e6f263277d251705f,백귀야행의대행진,38.0,101.0,36.3,36.3,,,,,,,,,,,,,
198,레키하나,prey,"33,312",71e29aa193eaec8c4dee35691df85870,키나대가족,37.0,129.0,39.4,44.8,근원을 삼킨 자동권총,엔트 정령의 상의,아픔을 감싸는 위엄,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
199,일체,siroco,"33,312",3ebb5fc2e645a1971edfe295d4180276,탈던전문가,36.0,59.0,36.8,34.7,,,,,,,,,,,,,
200,쁘띠술사,prey,"33,312",cc0ddce5a4762f918a8e1956ab436479,쁘띠팸,38.0,59.0,23.6,26.9,,,,,,,,,,,,,
201,기본연습상대,cain,"33,312",d534a077895dc24888e1ae0ba0710688,프로미스나인지선,37.0,69.0,24.0,30.9,,,,,,,,,,,,,
202,아우라글로우,prey,"33,312",ab7f9d3ce9d2acfe8fadc4fa58e447b4,ㅤㅃㅑㄹ로,39.0,151.0,21.6,30.6,결전의 자동권총 - 메카닉(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,용살자의 증표 - 용심 가공석,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
203,아가방커튼,cain,"33,311",b452a82d01d2e677e264957c96018b20,던깨,38.0,79.0,22.3,32.4,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,라이트 어댑터 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
204,카메론토마스,cain,"33,311",a731a1584968d9efb57f77f717092f1f,닉스우승하면접음,39.0,54.0,32.5,34.6,근원을 삼킨 소검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
205,믿거로제,cain,"33,311",b03f8121f354bbdb126945e73f162507,고추기쁨조,39.0,44.0,28.4,33.4,,,,,,,,,,,,,
206,강제적얼리기,bakal,"33,311",158c331e085120dce549a9e17376d41d,이스핀즈가실분,39.0,79.0,30.5,33.3,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,지상형 : 전술 차륜 드론,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
207,헤거지,bakal,"33,311",e746aecd9472cde5f5d868f45e242ec9,거지,38.0,-26.0,37.3,33.5,,,,,,,,,,,,,
208,모코코향기,prey,"33,311",e77d4242ff62a39e021ddefe36cc761d,야한모코코,37.0,106.0,37.5,40.7,근원을 삼킨 도,어릴적 꿈꿔온 무대,화려한 청색의 음율,깨지지 않는 빛바랜 신념,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,에너지 서치 링,꿈같은 환호성,두근거리는 열정,타락한 영혼,
209,정홀지원2,bakal,"33,311",f9bbddca2505d7669f2f73036b98b620,자석펫,40.0,14.0,34.4,32.1,,,,,,,,,,,,,
210,성화마제스티,cain,"33,311",e0162d10f02fb0331f8e1e270fb51378,동미니닝,40.0,54.0,27.9,30.0,,,,,,,,,,,,,
211,검마발현,casillas,"33,311",e1bea1a0ec9ea4aeef6f5fbe4b1cdc69,이젠줄때ㅤㄷㅚㅆ잖아,39.0,44.0,37.5,35.3,,,,,,,,,,,,,
212,홀리시온,anton,"33,311",45f156535543ccf5dbb3bc5520674f50,시온해적단,40.0,109.0,41.9,37.9,,,,,,,,,,,,,
213,군대가는지원,siroco,"33,311",44e47676a70acebe297cd86749f7fb49,지나가는오징어,40.0,89.0,30.8,31.2,,,,,,,,,,,,,
214,수라만세다,cain,"33,311",4b8c8eb252e074544f820ff33300dfbc,썩선장,37.0,89.0,43.0,41.9,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,용살자의 증표 - 용심 가공석,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
215,量産파동,anton,"33,310",3d3eae647a23f85a915ea80cfe70019e,하이버리스타디움,40.0,111.0,29.3,25.4,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,어댑터블 투톤 링,공중형 : 전술 프롭 드론,미지의 황금비석,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
